,Reviews,Labels,Updated_reviews
290,"I received fresh Green Thick Chilli with good packing and fast delivery. Green chillies have higher water content and zero calories and rich source of beta carotene & antioxidants.

I am much happy and always prefer to buy fresh vegetables and fruits from Daraz. Because I receive fresh and reliable vegetables/fruits  in reasonable price without wasting any time.",1,receive fresh green thick chilli good pack fast delivery green chilli high water content zero calorie rich source beta carotene antioxidant much happy always prefer buy fresh vegetable fruit daraz receive fresh reliable vegetablesfruit reasonable price without waste time
291,First of all I am thankful to Daraz for delivery of fresh and premium quaity vegetables and fruit. I prefer to buy ftesh vegetables/fruit from Daraz (Dfresh) since long and even no single complaint noted. Daraz online shopping platform infact a symbole of Quality product. I recommend to buy from Daraz.,1,first thankful daraz delivery fresh premium quaity vegetable fruit prefer buy ftesh vegetablesfruit daraz dfresh since long even single complaint note daraz online shopping platform infact symbole quality product recommend buy daraz
292,Good quality fat Green Chilli i have received.  I am happy with Daraz.  Seller is also so good who provide fresh vegetables.,1,good quality fat green chilli receive happy daraz seller also good provide fresh vegetable
293,"Initially the quality and delivery time both has been good. But last order was more than disappointing in terms of delivery time and quality both. Concerned must consider my honest reviews. First time when I ordered, all items were super premium, but now, not even close. I'll try one time more, and if same, I will quit ordering here.",0,initially quality delivery time good last order disappointing term delivery time quality concern must consider honest review first time order item super premium even close ill try one time quit ordering
294,"Very fresh vegetables,last time it was not as fresh as it should be due to hot weather i think but this time I'm satisfied... thanks dFresh👍",1,fresh vegetableslast time fresh due hot weather think time -PRON- be satisfied thank dfresh
295,"i am a regular buyer of d fresh,my experience is great,Alhamdu Lillah .get all the goods fresh n cheaper than market",1,regular buyer freshmy experience greatalhamdu lillah get good fresh n cheap market
296,"What a fantastic and convenient service delivering stuff at home and absolutely fresh as well. Without a doubt , this is the best daraz has to offer. Never worried about the quality as they don't compromise on it",1,fantastic convenient service deliver stuff home absolutely fresh well without doubt good daraz offer never worried quality do not compromise
297,"Actually what I received was not actually what mentioned here, i got thin green chillies instead of thick one ",0,actually receive actually mention get thin green chilli instead thick one
298,"My first choice is always D-fresh Daraz,as they send me fresh fruit and vegetables and so quick too.😊",1,first choice always dfresh daraza send fresh fruit vegetable quick
299,The product were so good and fresh and cheaper than the market price I order many fruits and vegetables they are so fresh i recommended to everyone to buy fresh fruit and vegetables from dfresh and delivery was very fast and free home delivery ,1,product good fresh cheap market price order many fruit vegetable fresh recommend everyone buy fresh fruit vegetable dfresh delivery fast free home delivery
300,Fresh ever I ordered almost 10 times I am well satisfied with product freshness and packaging delivered very soon. thanks dfresh and daraz.,1,fresh ever order almost 10 time well satisfied product freshness packaging deliver soon thank dfresh daraz
301,fresh n fine also price is less as compared to market but also avail 10% discount on Askari Master Card. thanks daraz ,1,fresh n fine also price less compare market also avail 10 discount askari master card thank daraz
302,It was a great experience! I received the fruits and vegetables within a day and the quality was excellent and the price was actually less than market. They were clean and shiny and were packed in an excellent way. ,1,great experience receive fruit vegetable within day quality excellent price actually less market clean shiny pack excellent way
303,"This is my 4th order of vegi from daraz, my overall experience is very good. They are offering free delivery on fresh fruit and vegetables. Vegetables and fruits are always fresh and in good quality. Their prices are always cheap then the market retailers.   ",1,4th order vegi daraz overall experience good offer free delivery fresh fruit vegetable vegetable fruit always fresh good quality price always cheap market retailer
304,Excellent product. Economical and quality is 5 star. Love this vendor. More than 100% fresh product and good in taste.,1,excellent product economical quality 5 star love vendor 100 fresh product good taste
305,"dfresh item were travel whole day in non-AC van, due to summer item was not as fresh as claimed.",0,dfresh item travel whole day nonac van due summer item fresh claim
306,"when ever i order these chillies,they send jalapeno instead.kindly send correct order next time",0,ever order chilliesthey send jalapeno insteadkindly send correct order next time
307,"I asked for Thick (Moti Mirach) Chilli but delivered thin one (Patli), which was not requested.",0,ask thick moti mirach chilli deliver thin one patli request
308,The product was not as described.i ordered the large green chillies but it came the normal one.,0,product describedi order large green chilli come normal one
309,fresh product as described and delivery on time. I am happy shopping with Daraz.,1,fresh product describe delivery time happy shopping daraz
310,im regular customer of dfresh but this time vegetables are not as fresh as expected.,0,-PRON- be regular customer dfresh time vegetable fresh expect
311,Prices are too high but don't like shopping vegetables and fruits from daraz ,0,price high do not like shop vegetable fruit daraz
312,Had complaint before but now received great quality as received first day.,1,complaint receive great quality receive first day
313,Fresh vegetables  and I m regular customer  of dfresh good prices ,1,fresh vegetable regular customer dfresh good price
314,The product matched the description. I like the green medium sized chilly. Good seller,1,product match description like green medium sized chilly good seller
315,Every item is good and fresh.thanks for sending fresh items,1,every item good freshthank send fresh item
316,dfresh is the name of freshness ad quality....love it,1,dfresh name freshness ad qualitylove
317,"Fresh, well packed, cheap and strongly recommended ",1,fresh well pack cheap strongly recommend
318,All the vegetables were fresh recommend this seller,1,vegetable fresh recommend seller
319,best in quality and taste. I am now regular buyer.,1,good quality taste regular buyer
320,"best quality and fresh product in minimum price.
",1,good quality fresh product minimum price
321,"OK, however, I thought it will be big and thick",1,ok however think big thick
322,"Excellent service
Fresh vege
Highly recommended",1,excellent service fresh vege highly recommend
323,"Very good, fresh quality. Absolutely impressed",1,good fresh quality absolutely impress
324,Fresh and well packed. Deliver in time. 5 Star,1,fresh well packed deliver time 5 star
325,I always give them 5-stars. They are the best,1,always give 5stars good
326,"Great experience, good service, fresh things",1,great experience good service fresh thing
327,Very fresh little bit late but happy to see,1,fresh little bit late happy see
328,"Fresh and Premium Quality , Thanks Daraz",1,fresh premium quality thank daraz
329,"Well done dfresh and daraz.
Keep it up.",1,well do dfresh daraz keep
330,very fresh on lowest prices than market,1,fresh low price market
