Reviews,Labels
"I am surprised. Had to pay no shipping. Delivered fast. Quality of vegetables and fruits were better than my expectations. Prices are better than other online stores like groccerapp, tazapk, metro and cartpk. I have decided to buy from dFresh always, InshaAllah.  ",1
"Unprofessional staff, delivery guys did not give a receipt and there was a quantity shortage. Daraz customer service is the worst I have ever witnessed. ",0
"Good, on time as usual, and veggies quality is good and quantity as well. my fifth weekly order today.",1
"Quantity shortage in my order. Daraz is not doing anything about my complaint filed over 24h ago. I paid in advance, no receipt given with the order either. Horrible customer service.",0
"Fourth Order, and all veggies were fresh, quality and in good quantity as ordered. I appreciate their zero shopping on orders 500 and above. That lets me buy weekly groceries from them for free shipping. Keep free shipping, I ll keep ordering weekly.",1
"Good, On Time, Next day early morning delivery and packaged properly. And all the veggies were fresh and the quantity was same as ordered.",1
Hi! I've had a really good experience on my first purchase few days ago. Fresh quality and with excellent presentation. Impressive quality and service. Kudos to you guys. Ordering again and there's one thing I would urge you for: assuring the weight of products. Thank you!,1
"fresh and wonderful love it, quality is awesome as always highly recommended dMart Lahore 😊",1
Excellent quality & fresh vegetables. Very well packed. Thanks daraz and seller.,1
"Always finds good and fresh products, recommended dFresh 👍

Thank U DarazPk",1
To my surprise all the cucumbers were evenly sized. Great look great taste. ,1
"Superb Thanks dfresh, I am your regular customer now, keep vouchers alive ",1
"everything is up to the standard, excellent service much recommended 👍",1
"Rotten, ful of bad smell can't even think to eat just destroyed all",0
Excellent and fresh as always highly recommended dMart Lahore 😊,1
everything is just perfect  nd fresh . will order again n again ,1
"dMart is superb, quality of products is excellent keep it up 👍",1
fresh green cucumbers delivered the next day so thank you daraz,1
"Fresh,Packed very well at best price. Will buy again very soon",1
"Fresh, green vegetables, with one more thing fast delivery. 🙂",1
"Received fresh everything, m a satisfied costumer from 1 year",1
not recommended but in case no other option then purchase. ,0
Fresh veggies as usual in one day delivry strngly recomnded,1
Zabrdas... Fresh... Fine rates also have delivered on time,1
very poor quality. you can see the fungus in the picture. ,0
Very fresh and normal size cucumbers 🥒 thanks Daraz 👌👍,1
crunchy fresh.... highly recommend....on time deliver...,1
Always send me fresh vegetables at reasonable price... ,1
All veggies and fruits were fresh and of good quality.,1
fast delivery fresh fruits .Thank you Daraz and seller,1
"Very good quality of vegetable received. 
Appreciated",1
"paid for 5 kg but recieved 4 kg 
highly disappointed ",0
fresh vegetable on time delivery.seller recommended.,1
"Excellent and Fresh as always, highly recommended 👍",1
I received fresh and healthy vegetables thanks daraz,1
Fresh Cucumber delivered just like my last purchase ,1
Feel happy by getting such a fresh produce online.,1
Excellent quality and delivery was really fast. ,1
Very bad condition almost 50% drop in dust bin. ,0
It was a great experience. Strongly recommended.,1
Excellent veg not to be get from anywhere else,1
Fresh Items Received!!! Excellent Services!!!,1
"Fresh as always, thanks dFresh recommended 👍",1
"Fresh as always, highly recommended dFresh 👍",1
highly satisfied amd recommended dMart Lahore,1
These were very big in size and were not good,0
on time delivery! good service! fresh items!,1
Fresh one received thanks Daraz and seller ,1
"Excellent as always,  recommended dFresh 👍",1
All vegetables are fresh and at good price ,1
Great experience with dFresh as always.... ,1
very nice and fresh delivery time too good,1
Not fresh. felt like at least 4 days old.,0
Quick in Delivery and very fresh vegis,1
This time was not fresh and very soft.,0
good and quality product. recommended ,1
"fresh, prompt delivery. Satisfied!!!!",1
fresh cucumbers and delivered on time,1
Fresh and tasty.. Satisfied.. Good ..,1
good and quality product recommended,1
Good and Fresh products.Recommended,1
"highly recommended,fresh and clean",1
"these are bitter.not able to eat

",0
Super  fresh as always.  😊😍💯👍,1
Excellent quality very fresh 👍👌,1
Good vegetables. Deliver on time,1
Fresh n economical than market. ,1
"Fresh as always, recommended 👍",1
good quality good size cucumber,1
Not fresh and low in quality. ,0
quick delievry & fresh products,1
All of the things were rotten ,0
"Good and Fresh

Good Packing ",1
Fresh vegetables.. Satisfied ,1
very fresh.  will order again,1
Satisfied with the  purchase ,1
Fresh and highly recommended ,1
"Fresh, highly recommended 👍",1
Fresh vegetables... Thnk you,1
very fresh and evenly sized.,1
"Fresh and Fine, Satisfied. ",1
Excellent Quality and Fresh,1
"satisfied, good and fresh",1
Great.... received fresh ,1
always fresh vegetables ,1
Quality reasonably good.,1
Really fresh vegetables,1
nicely packed and fresh,1
good quality as always ,1
fresh and good quality ,1
Good quality and fresh!,1
fresh and good quality ,1
perfect quality thanks,1
everything is perfect ,1
Recommendation to buy ,1
Fresh items on daily ,1
Nice fresh economical,1
fresh and tasty thay,1
Very good quality ,1
Cucumber was okay ,1
Thank You D Fresh,1
very poor quality,0
freshly delivered,1
Fresh vegetables ,1
"good , as always",1
fresh as always,1
fresh and good,1
Fresh and Best,1
best as always,1
great product,1
GREAT AND FRESH VEGETABLES,1
Very good packing and yummy taste,1
Fresh and good quality.,1
"Vegetables Received in Good Condition, Each Stuff well packed. Fresh and Clean. Next day Delivery. Seller Recommended. Dfresh Always give Good Quality & Cheap  Price compare to Market. Thanks Dfresh for making our shopping easy. Great Shopping Experience as always with Daraz.",1
"quick service & fresh brinjals. i am satisfied from draz. whenerver i odered from draz , i rceieve good things.
Thanks draz & seller",1
"I am very glad to see the vegetables . All vegetables are fresh & good looking, neat& clean.
highly recommend to all.🙂
Thanks draz",1
supper fresh 👌😊. happy and regular customer of daraz.🤗💖,1
Good n fresh as always,1
I like it because vegetables is fresh and delivery is so fast thank you so much.,1
"fresh and fine, happy and satisfied, recommend",1
"Good Quality Bringal Delivered.
Quality Vegetables at Reasonable Price.",1
"nice n impressive packing, first order but really impressed, good n timely delivery , qualify is also good",1
"good quality, first order, very impressive, now I will order again, price is good as well, impressive packing n delivery , timely delivery, very appreciable",1
I am a regular customer of dfresh. The team is very cooperative. All veggies and fruits are fresh. Prices are reasonable and free shipping option is awesome. Keep it up dfresh. I will be ordering many many times more in the future. ,1
"It is always a wonderful experience of buying from D. Fresh,All the vegetables and fruits were fresh and delivery was very fast,received very next day of order.Highly Recommended ",1
"Fresh vegetables.
On time delivered.
Reasonable Price..👍👍👍",1
great quality,1
"fresh and very reasonable price, and delivery next day of order , thanks daraz",1
"Product received in amazing quality
Quick shipping
Seller is very cooperative ",1
"fresh, graded, not even a single bad piece and highly eonomical than market.",1
"Fresh brinjals, nice quality. Satisfied with the service of dfresh
",1
"Generally have a good experience shopping from D-Fresh, but this particular order was disappointing. Received very bad quality Brinjal & Capsicum which were ripe and had to be thrown away immediately.",0
"Fresh as always, recommended 👍",1
"Vegetable received in good condition.
Each stuff well packed.
Fresh 💯%",1
"good quality and very good service of delivery, good fresh ",1
fresh vegetables and great service with free delivery ,1
"good quality and fresh vegetables 
thanks daraz....",1
happy customer always🤗,1
"good n fresh vegetables ,next day delivery ",1
Delivered on time. As usual best quality vegetables. Packaging is so good 👍,1
Fresh and wholesome good quality brinjal.,1
were basi and collapsed. please see pics,0
fresh vegetables.and free delivery😀,1
